AUN,Name,Type,County,Race,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total,District,Majority
112671303,Central York SD,SD,York,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,*,*,0,0,0,0,*,,#CALC!
112671303,Central York SD,SD,York,Asian,0,0,0,0,0,0,0,0,15,18,21,20,18,18,14,17,18,34,25,22,17,257,,#CALC!
112671303,Central York SD,SD,York,Black or African American,0,0,0,0,0,0,0,0,28,39,43,45,43,36,46,34,50,53,45,33,42,537,,#CALC!
112671303,Central York SD,SD,York,Hispanic,0,0,0,0,0,0,0,0,81,64,66,66,64,80,70,56,76,71,75,57,44,870,,#CALC!
112671303,Central York SD,SD,York,Multi-Racial,0,0,0,0,0,0,0,0,29,32,27,30,26,33,40,41,34,61,55,31,44,483,,#CALC!
112671303,Central York SD,SD,York,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0,0,*,,#CALC!
112671303,Central York SD,SD,York,White,0,0,0,0,0,0,0,0,226,246,266,235,305,225,271,278,278,284,284,289,266,"3,453",,#CALC!
110143060,Centre Learning Community CS,CS,Centre,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,0,0,*,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
110143060,Centre Learning Community CS,CS,Centre,White,0,0,0,0,0,0,0,0,0,0,0,0,0,*,23,21,20^,0,0,0,0,67,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,*,*,*,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,Asian,0,0,0,0,0,0,0,0,12,*,10,10,10,*,15,16,*,15,*,10,13,142,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,Black or African American,0,0,0,0,0,0,0,0,53,41,42,42,42,60,56,44,57,54,58,53,76,678,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,Hispanic,0,0,0,0,0,0,0,0,178,170,150,165,162,195,171,181,175,180,207,183,198,"2,315",,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,Multi-Racial,0,0,0,0,0,0,0,0,73,81,61,57,61,60,52,51,43,39,55,56,33,722,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,*,0,0,0,*,*,*,*,0,*,0,*,10,,#CALC!
112281302,Chambersburg Area SD,SD,Franklin,White,0,0,0,0,0,0,0,0,361,421,367,415,389,398,395,429,412,445,450,490,456,"5,428",,#CALC!
101631803,Charleroi SD,SD,Washington,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,,#CALC!
101631803,Charleroi SD,SD,Washington,Asian,0,0,0,0,0,0,0,0,*,0,0,0,*,0,*,*,0,0,*,0,*,11,,#CALC!
101631803,Charleroi SD,SD,Washington,Black or African American,0,0,0,0,0,0,0,0,21,10,*,11,11,*,*,*,*,*,*,*,11,118,,#CALC!
101631803,Charleroi SD,SD,Washington,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,52,,#CALC!
101631803,Charleroi SD,SD,Washington,Multi-Racial,0,0,0,0,0,0,0,0,14,19,*,14,10,15,18,17,17,17,15,*,11,184,,#CALC!
101631803,Charleroi SD,SD,Washington,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
101631803,Charleroi SD,SD,Washington,White,0,0,0,0,0,0,0,0,78,79,60,59,64,72,80,85,77,103,81,102,86,"1,026",,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,*,0,0,*,*,0,0,0,0,*,0,*,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,51,56,26,50,35,28,24,21,*,19,13,15^,12,354,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,12,*,*,*,*,*,10,12,*,11,*,*,*,109,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,10,*,*,*,10,12,*,*,*,*,*,11,*,93,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,25,20,18,23,13,*,13,15,18,14,18,*,16,208,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
103021752,Chartiers Valley SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,206,211,214,195,200,198,185,214,184,210,211,201,228,"2,657",,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,Asian,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,*,*,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,37,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,48,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,Multi-Racial,0,0,0,0,0,0,0,0,*,*,12,*,15,*,*,*,*,*,*,*,*,90,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
101631903,Chartiers-Houston SD,SD,Washington,White,0,0,0,0,0,0,0,0,77,104,64,77,73,78,81,88,75,74,70,73,68,"1,002",,#CALC!
123461302,Cheltenham SD,SD,Montgomery,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,,#CALC!
123461302,Cheltenham SD,SD,Montgomery,Asian,0,0,0,0,0,0,0,0,12,16,13,*,15^,14,18,25,13,20,22,15,19,205,,#CALC!
123461302,Cheltenham SD,SD,Montgomery,Black or African American,0,0,0,0,0,0,0,0,151,141,146,158,154,165,162,198,186,233,184,193,183,"2,254",,#CALC!
123461302,Cheltenham SD,SD,Montgomery,Hispanic,0,0,0,0,0,0,0,0,29,32,32,27,27,30,32,28,29,42,38,33,21,400,,#CALC!
123461302,Cheltenham SD,SD,Montgomery,Multi-Racial,0,0,0,0,0,0,0,0,36,32,28,23,22,31,29,21,22,33,25,15^,*,320,,#CALC!
123461302,Cheltenham SD,SD,Montgomery,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,0,*,0,*,,#CALC!
123461302,Cheltenham SD,SD,Montgomery,White,0,0,0,0,0,0,0,0,73,67,82,87,69,74,69,78,79,94,83,96,100,"1,051",,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,Asian,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,Black or African American,0,0,0,0,0,0,0,0,43,50,50,53,52,53,53,50,52,54,50,52,50,662,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,0,*,*,*,0,*,*,*,27,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,Multi-Racial,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,*,0,*,*,0,0,*,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
125236827,Chester Charter Scholars Academy CS,CS,Delaware,White,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,0,0,0,0,*,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,Black or African American,0,0,0,0,0,0,0,0,*,*,11,0,0,0,0,0,0,0,0,0,0,27,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,Hispanic,0,0,0,0,0,0,0,0,*,12,*,0,0,0,0,0,0,0,0,0,0,28,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,Multi-Racial,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124152880,Chester Co Family Academy CS,CS,Chester,White,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125232950,Chester Community CS,CS,Delaware,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,0,0,0,0,*,,#CALC!
125232950,Chester Community CS,CS,Delaware,Asian,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,0,0,0,*,,#CALC!
125232950,Chester Community CS,CS,Delaware,Black or African American,0,0,0,0,0,0,0,0,286,384,343,390,414,435,444,369,387,0,0,0,0,"3,452",,#CALC!
125232950,Chester Community CS,CS,Delaware,Hispanic,0,0,0,0,0,0,0,0,60,83,62,79,73,63,74,62,53,0,0,0,0,609,,#CALC!
125232950,Chester Community CS,CS,Delaware,Multi-Racial,0,0,0,0,0,0,0,0,20,24,19,12,15,19,13,13,12,0,0,0,0,147,,#CALC!
125232950,Chester Community CS,CS,Delaware,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125232950,Chester Community CS,CS,Delaware,White,0,0,0,0,0,0,0,0,10,12,*,*,*,*,*,*,*,0,0,0,0,60,,#CALC!
124000000,Chester County IU 24,IU,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
124000000,Chester County IU 24,IU,Chester,Asian,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,0,*,*,*,21,,#CALC!
124000000,Chester County IU 24,IU,Chester,Black or African American,0,0,0,0,0,0,0,0,0,*,*,*,13,*,12,12,20,20,21,20,42,181,,#CALC!
124000000,Chester County IU 24,IU,Chester,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,11,*,13,11,17,25,22,41,158,,#CALC!
124000000,Chester County IU 24,IU,Chester,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,32,,#CALC!
124000000,Chester County IU 24,IU,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124000000,Chester County IU 24,IU,Chester,White,0,0,0,0,0,0,0,0,*,*,*,*,13,24,18,32,23,34,58,44,145,416,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,12,*,56,74,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,65^,73,78,215,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,190^,243,212,650,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,15,54,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
124151607,Chester County Technical College HS,OCCCTC,Chester,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,374,456,622,"1,486",,#CALC!
125231232,Chester-Upland SD,SD,Delaware,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125231232,Chester-Upland SD,SD,Delaware,Asian,0,0,*,0,0,0,0,0,*,0,0,0,*,*,0,*,0,*,*,0,*,10,,#CALC!
125231232,Chester-Upland SD,SD,Delaware,Black or African American,0,0,104,0,0,0,0,0,135,167,129,177,186,187,140,149,152,324,330,256,259,"2,695",,#CALC!
125231232,Chester-Upland SD,SD,Delaware,Hispanic,0,0,*,0,0,0,0,0,14,17,*,12,19,17,14,14,22,55,50,31,47,325,,#CALC!
125231232,Chester-Upland SD,SD,Delaware,Multi-Racial,0,0,*,0,0,0,0,0,17,*,*,*,*,*,*,0,*,*,*,*,*,87,,#CALC!
125231232,Chester-Upland SD,SD,Delaware,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
125231232,Chester-Upland SD,SD,Delaware,White,0,0,*,0,0,0,0,0,*,*,14,*,*,*,*,*,0,*,*,*,*,70,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,Black or African American,0,0,0,0,0,0,0,0,*,0,*,*,*,0,0,0,0,*,0,*,0,*,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,*,*,*,*,*,*,24,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,0,*,0,0,0,*,*,*,*,*,19,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
108051503,Chestnut Ridge SD,SD,Bedford,White,0,0,36,0,0,0,0,0,90,98,86,79,62,94,78,98,76,92,99,105,90,"1,183",,#CALC!
125231303,Chichester SD,SD,Delaware,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
125231303,Chichester SD,SD,Delaware,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,10,*,*,89,,#CALC!
125231303,Chichester SD,SD,Delaware,Black or African American,0,0,0,0,0,0,0,0,49,65,55,76,52,72,67,76,79,91,74,70,66,892,,#CALC!
125231303,Chichester SD,SD,Delaware,Hispanic,0,0,0,0,0,0,0,0,22,25^,23,28,25,21,26,27,24,25,25,34,*,309,,#CALC!
125231303,Chichester SD,SD,Delaware,Multi-Racial,0,0,0,0,0,0,0,0,26,32,28,27,19,28,30,22,28,28,26,17,11,322,,#CALC!
125231303,Chichester SD,SD,Delaware,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
125231303,Chichester SD,SD,Delaware,White,0,0,0,0,0,0,0,0,110,96,102,102,102,89,106,112,121,135,134,126,100,"1,435",,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,Asian,0,0,0,0,0,0,0,0,14,15,11,16,*,18,16,12,*,0,0,0,0,118,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,Black or African American,0,0,0,0,0,0,0,0,15,16,19,13,23,15,16,14,19,0,0,0,0,150,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,Hispanic,0,0,0,0,0,0,0,0,11,12,*,16,16,*,15,16,16,0,0,0,0,118,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,Multi-Racial,0,0,0,0,0,0,0,0,*,*,0,*,*,10,*,*,*,0,0,0,0,51,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
126513160,Christopher Columbus CS,CS,Philadelphia,White,0,0,0,0,0,0,0,0,41,58,51,49,44,42,48,42,50,0,0,0,0,425,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,Asian,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,Black or African American,0,0,0,0,0,0,0,0,*,0,*,*,*,*,0,*,0,0,0,0,0,*,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,44,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,0,0,0,16,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
121394017,Circle of Seasons CS,CS,Lehigh,White,0,0,0,0,0,0,0,0,37,39,30,42,42,44,34,40,27,0,0,0,0,335,,#CALC!
102020001,City CHS,CS,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,,#CALC!
102020001,City CHS,CS,Allegheny,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,13,,#CALC!
102020001,City CHS,CS,Allegheny,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,94,55,61,309,,#CALC!
102020001,City CHS,CS,Allegheny,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,11,,#CALC!
102020001,City CHS,CS,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,12,11,67,,#CALC!
102020001,City CHS,CS,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
102020001,City CHS,CS,Allegheny,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,29,36,153,,#CALC!
103021903,Clairton City SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,*,*,*,*,*,,#CALC!
103021903,Clairton City SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0,*,,#CALC!
103021903,Clairton City SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,41,44,44,40,38,47,35,44,44,47,45,46,32,547,,#CALC!
103021903,Clairton City SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,26,,#CALC!
103021903,Clairton City SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,12,*,*,*,10,*,10,*,*,*,*,*,*,100,,#CALC!
103021903,Clairton City SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,,#CALC!
103021903,Clairton City SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,*,14,*,10,17,13,10,10,14,10,*,12,*,137,,#CALC!
106161203,Clarion Area SD,SD,Clarion,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106161203,Clarion Area SD,SD,Clarion,Asian,0,0,0,0,0,0,0,0,*,0,0,*,0,0,*,0,*,*,*,*,*,15,,#CALC!
106161203,Clarion Area SD,SD,Clarion,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,0,*,*,30,,#CALC!
106161203,Clarion Area SD,SD,Clarion,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,23,,#CALC!
106161203,Clarion Area SD,SD,Clarion,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,33,,#CALC!
106161203,Clarion Area SD,SD,Clarion,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106161203,Clarion Area SD,SD,Clarion,White,0,0,0,0,0,0,0,0,56,55,59,47,41,49,64,52,54,61,55,56,35,684,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106161357,Clarion County Career Center,OCCCTC,Clarion,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,107,128,95^,331,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,Asian,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,Black or African American,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,0,*,0,*,*,0,12,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,Hispanic,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,0,*,*,0,0,*,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,0,10,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
106161703,Clarion-Limestone Area SD,SD,Clarion,White,0,0,0,0,0,0,0,0,54,70,60,56,60,56,58,71,56,46,64,54,48,753,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,*,*,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,0,0,*,*,*,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,*,*,0,*,0,16,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
108071504,Claysburg-Kimmel SD,SD,Blair,White,0,0,0,0,0,0,0,0,59,39,57,43,58,53,47,70,55,71,67,49,68,736,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,Asian,0,0,0,0,0,0,0,0,*,0,0,*,*,0,*,0,0,0,*,*,*,*,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,Black or African American,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,*,0,0,*,*,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,Hispanic,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,*,*,*,*,0,*,26,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,59,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
110171003,Clearfield Area SD,SD,Clearfield,White,0,0,0,0,0,0,0,0,133,146,149,138,147,134,151,149,171,165,174,169,149,"1,975",,#CALC!
